Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;EmployeeCount;EmployeeNumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NumCompaniesWorked;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TotalWorkingYears;TrainingTimesLastYear;WorkLifeBalance;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YearsWithCurrManager
31;No;Travel_Frequently;793;Sales;20;3;Life Sciences;1;E2886;3;Male;67;4;1;Sales Representative;4;Married;2791;21981;0;Y;No;12;3;1;80;1;3;4;3;2;2;2;2
28;No;Travel_Rarely;1451;Research & Development;2;1;Life Sciences;1;E2887;1;Male;67;2;1;Research Scientist;2;Married;3201;19911;0;Y;No;17;3;1;80;0;6;2;1;5;3;0;4
35;No;Travel_Frequently;1182;Sales;11;2;Marketing;1;E2888;4;Male;54;3;2;Sales Executive;4;Divorced;4968;18500;1;Y;No;11;3;4;80;1;5;3;3;5;2;0;2
49;No;Travel_Rarely;174;Sales;8;4;Technical Degree;1;E2889;4;Male;56;2;4;Sales Executive;2;Married;13120;11879;6;Y;No;17;3;2;80;1;22;3;3;9;8;2;3
34;No;Travel_Frequently;1003;Research & Development;2;2;Life Sciences;1;E2890;4;Male;95;3;2;Manufacturing Director;3;Single;4033;15834;2;Y;No;11;3;4;80;0;5;3;2;3;2;0;2
29;No;Travel_Frequently;490;Research & Development;10;3;Life Sciences;1;E2891;4;Female;61;3;1;Research Scientist;2;Divorced;3291;17940;0;Y;No;14;3;4;80;2;8;2;2;7;5;1;1
42;No;Travel_Rarely;188;Research & Development;29;3;Medical;1;E2892;2;Male;56;1;2;Laboratory Technician;4;Single;4272;9558;4;Y;No;19;3;1;80;0;16;3;3;1;0;0;0
29;No;Travel_Rarely;718;Research & Development;8;1;Medical;1;E2893;2;Male;79;2;2;Manufacturing Director;4;Married;5056;17689;1;Y;Yes;15;3;3;80;1;10;2;2;10;7;1;2
38;No;Travel_Rarely;433;Human Resources;1;3;Human Resources;1;E2894;3;Male;37;4;1;Human Resources;3;Married;2844;6004;1;Y;No;13;3;4;80;1;7;2;4;7;6;5;0
28;No;Travel_Frequently;773;Research & Development;6;3;Life Sciences;1;E2895;3;Male;39;2;1;Research Scientist;3;Divorced;2703;22088;1;Y;Yes;14;3;4;80;1;3;2;3;3;1;0;2
33;Yes;Travel_Rarely;603;Sales;9;4;Marketing;1;E2897;1;Female;77;3;2;Sales Executive;1;Single;8224;18385;0;Y;Yes;17;3;1;80;0;6;3;3;5;2;0;3
41;No;Travel_Rarely;167;Research & Development;12;4;Life Sciences;1;E2898;2;Male;46;3;1;Laboratory Technician;4;Married;4766;9051;3;Y;Yes;11;3;1;80;1;6;4;3;1;0;0;0
31;Yes;Travel_Frequently;874;Research & Development;15;3;Medical;1;E2899;3;Male;72;3;1;Laboratory Technician;3;Married;2610;6233;1;Y;No;12;3;3;80;1;2;5;2;2;2;2;2
37;No;Travel_Rarely;367;Research & Development;25;2;Medical;1;E2900;3;Female;52;2;2;Healthcare Representative;4;Divorced;5731;17171;7;Y;No;13;3;3;80;2;9;2;3;6;2;1;3
27;No;Travel_Rarely;199;Research & Development;6;3;Life Sciences;1;E2901;4;Male;55;2;1;Research Scientist;3;Married;2539;7950;1;Y;No;13;3;3;80;1;4;0;3;4;2;2;2
34;No;Travel_Rarely;1400;Sales;9;1;Life Sciences;1;E2902;2;Female;70;3;2;Sales Executive;3;Married;5714;5829;1;Y;No;20;4;1;80;0;6;3;2;6;5;1;3
35;No;Travel_Rarely;528;Human Resources;8;4;Technical Degree;1;E2903;3;Male;100;3;1;Human Resources;3;Single;4323;7108;1;Y;No;17;3;2;80;0;6;2;1;5;4;1;4
29;Yes;Travel_Rarely;408;Sales;23;1;Life Sciences;1;E2904;4;Female;45;2;3;Sales Executive;1;Married;7336;11162;1;Y;No;13;3;1;80;1;11;3;1;11;8;3;10
40;No;Travel_Frequently;593;Research & Development;9;4;Medical;1;E2905;2;Female;88;3;3;Research Director;3;Single;13499;13782;9;Y;No;17;3;3;80;0;20;3;2;18;7;2;13
42;Yes;Travel_Frequently;481;Sales;12;3;Life Sciences;1;E2906;3;Male;44;3;4;Sales Executive;1;Single;13758;2447;0;Y;Yes;12;3;2;80;0;22;2;2;21;9;13;14
42;No;Travel_Rarely;647;Sales;4;4;Marketing;1;E2907;2;Male;45;3;2;Sales Executive;1;Single;5155;2253;7;Y;No;13;3;4;80;0;9;3;4;6;4;1;5
35;No;Travel_Rarely;982;Research & Development;1;4;Medical;1;E2908;4;Male;58;2;1;Laboratory Technician;3;Married;2258;16340;6;Y;No;12;3;2;80;1;10;2;3;8;0;1;7
24;No;Travel_Rarely;477;Research & Development;24;3;Medical;1;E2909;4;Male;49;3;1;Laboratory Technician;2;Single;3597;6409;8;Y;No;22;4;4;80;0;6;2;3;4;3;1;2
28;Yes;Travel_Rarely;1485;Research & Development;12;1;Life Sciences;1;E2910;3;Female;79;3;1;Laboratory Technician;4;Married;2515;22955;1;Y;Yes;11;3;4;80;0;1;4;2;1;1;0;0
26;No;Travel_Rarely;1384;Research & Development;3;4;Medical;1;E2911;1;Male;82;4;1;Laboratory Technician;4;Married;4420;13421;1;Y;No;22;4;2;80;1;8;2;3;8;7;0;7
30;No;Travel_Rarely;852;Sales;10;3;Marketing;1;E2912;3;Male;72;2;2;Sales Executive;3;Married;6578;2706;1;Y;No;18;3;1;80;1;10;3;3;10;3;1;4
40;No;Travel_Frequently;902;Research & Development;26;2;Medical;1;E2913;3;Female;92;2;2;Research Scientist;4;Married;4422;21203;3;Y;Yes;13;3;4;80;1;16;3;1;1;1;0;0
35;No;Travel_Rarely;819;Research & Development;2;3;Life Sciences;1;E2914;3;Male;44;2;3;Manufacturing Director;2;Divorced;10274;19588;2;Y;No;18;3;2;80;1;15;2;4;7;7;6;4
34;No;Travel_Frequently;669;Research & Development;1;3;Medical;1;E2915;4;Male;97;2;2;Healthcare Representative;1;Single;5343;25755;0;Y;No;20;4;3;80;0;14;3;3;13;9;4;9
35;No;Travel_Frequently;636;Research & Development;4;4;Other;1;E2916;4;Male;47;2;1;Laboratory Technician;4;Married;2376;26537;1;Y;No;13;3;2;80;1;2;2;4;2;2;2;2
43;Yes;Travel_Rarely;1372;Sales;9;3;Marketing;1;E2917;1;Female;85;1;2;Sales Executive;3;Single;5346;9489;8;Y;No;13;3;2;80;0;7;2;2;4;3;1;3
32;No;Non-Travel;862;Sales;2;1;Life Sciences;1;E2918;3;Female;76;3;1;Sales Representative;1;Divorced;2827;14947;1;Y;No;12;3;3;80;3;1;3;3;1;0;0;0
56;No;Travel_Rarely;718;Research & Development;4;4;Technical Degree;1;E2919;4;Female;92;3;5;Manager;1;Divorced;19943;18575;4;Y;No;13;3;4;80;1;28;2;3;5;2;4;2
29;No;Travel_Rarely;1401;Research & Development;6;1;Medical;1;E2920;2;Female;54;3;1;Laboratory Technician;4;Married;3131;26342;1;Y;No;13;3;1;80;1;10;5;3;10;8;0;8
19;No;Travel_Rarely;645;Research & Development;9;2;Life Sciences;1;E2921;3;Male;54;3;1;Research Scientist;1;Single;2552;7172;1;Y;No;25;4;3;80;0;1;4;3;1;1;0;0
45;No;Travel_Rarely;1457;Research & Development;7;3;Medical;1;E2922;1;Female;83;3;1;Research Scientist;3;Married;4477;20100;4;Y;Yes;19;3;3;80;1;7;2;2;3;2;0;2
37;No;Travel_Rarely;977;Research & Development;1;3;Life Sciences;1;E2923;4;Female;56;2;2;Manufacturing Director;4;Married;6474;9961;1;Y;No;13;3;2;80;1;14;2;2;14;8;3;11
20;No;Travel_Rarely;805;Research & Development;3;3;Life Sciences;1;E2924;1;Male;87;2;1;Laboratory Technician;3;Single;3033;12828;1;Y;No;12;3;1;80;0;2;2;2;2;2;1;2
44;Yes;Travel_Rarely;1097;Research & Development;10;4;Life Sciences;1;E2925;3;Male;96;3;1;Research Scientist;3;Single;2936;10826;1;Y;Yes;11;3;3;80;0;6;4;3;6;4;0;2
53;No;Travel_Rarely;1223;Research & Development;7;2;Medical;1;E2926;4;Female;50;3;5;Manager;3;Divorced;18606;18640;3;Y;No;18;3;2;80;1;26;6;3;7;7;4;7
29;No;Travel_Rarely;942;Research & Development;15;1;Life Sciences;1;E2927;2;Female;69;1;1;Research Scientist;4;Married;2168;26933;0;Y;Yes;18;3;1;80;1;6;2;2;5;4;1;3
46;No;Travel_Rarely;1402;Sales;2;3;Marketing;1;E2929;3;Female;69;3;4;Manager;1;Married;17048;24097;8;Y;No;23;4;1;80;0;28;2;3;26;15;15;9
33;No;Travel_Rarely;147;Human Resources;2;3;Human Resources;1;E2931;2;Male;99;3;1;Human Resources;3;Married;3600;8429;1;Y;No;13;3;4;80;1;5;2;3;5;4;1;4
41;Yes;Non-Travel;906;Research & Development;5;2;Life Sciences;1;E2932;1;Male;95;2;1;Research Scientist;1;Divorced;2107;20293;6;Y;No;17;3;1;80;1;5;2;1;1;0;0;0
30;No;Travel_Rarely;1329;Sales;29;4;Life Sciences;1;E2933;3;Male;61;3;2;Sales Executive;1;Divorced;4115;13192;8;Y;No;19;3;3;80;3;8;3;3;4;3;0;3
50;No;Travel_Frequently;1421;Research & Development;2;3;Medical;1;E2935;4;Female;30;3;4;Manager;1;Married;17856;9490;2;Y;No;22;4;3;80;1;32;3;3;2;2;2;2
28;No;Travel_Rarely;1179;Research & Development;19;4;Medical;1;E2936;4;Male;78;2;1;Laboratory Technician;1;Married;3196;12449;1;Y;No;12;3;3;80;3;6;2;3;6;5;3;3
46;No;Travel_Rarely;1450;Research & Development;15;2;Life Sciences;1;E2937;4;Male;52;3;5;Research Director;2;Married;19081;10849;5;Y;No;11;3;1;80;1;25;2;3;4;2;0;3
35;No;Travel_Rarely;1361;Sales;17;4;Life Sciences;1;E2938;3;Male;94;3;2;Sales Executive;1;Married;8966;21026;3;Y;Yes;15;3;4;80;3;15;2;3;7;7;1;7
24;Yes;Travel_Rarely;984;Research & Development;17;2;Life Sciences;1;E2939;4;Female;97;3;1;Laboratory Technician;2;Married;2210;3372;1;Y;No;13;3;1;80;1;1;3;1;1;0;0;0
33;No;Travel_Frequently;1146;Sales;25;3;Medical;1;E2940;2;Female;82;3;2;Sales Executive;3;Married;4539;4905;1;Y;No;12;3;1;80;1;10;3;2;10;7;0;1
36;No;Travel_Rarely;917;Research & Development;6;4;Life Sciences;1;E2941;3;Male;60;1;1;Laboratory Technician;3;Divorced;2741;6865;1;Y;No;14;3;3;80;1;7;4;3;7;7;1;7
30;No;Travel_Rarely;853;Research & Development;7;4;Life Sciences;1;E2942;3;Male;49;3;2;Laboratory Technician;3;Divorced;3491;11309;1;Y;No;13;3;1;80;3;10;4;2;10;7;8;9
44;No;Travel_Rarely;200;Research & Development;29;4;Other;1;E2943;4;Male;32;3;2;Research Scientist;4;Single;4541;7744;1;Y;No;25;4;2;80;0;20;3;3;20;11;13;17
20;No;Travel_Rarely;654;Sales;21;3;Marketing;1;E2944;3;Male;43;4;1;Sales Representative;4;Single;2678;5050;1;Y;No;17;3;4;80;0;2;2;3;2;1;2;2
46;No;Travel_Rarely;150;Research & Development;2;4;Technical Degree;1;E2945;4;Male;60;3;2;Manufacturing Director;4;Divorced;7379;17433;2;Y;No;11;3;3;80;1;12;3;2;6;3;1;4
42;No;Non-Travel;179;Human Resources;2;5;Medical;1;E2946;4;Male;79;4;2;Human Resources;1;Married;6272;12858;7;Y;No;16;3;1;80;1;10;3;4;4;3;0;3
60;No;Travel_Rarely;696;Sales;7;4;Marketing;1;E2947;2;Male;52;4;2;Sales Executive;4;Divorced;5220;10893;0;Y;Yes;18;3;2;80;1;12;3;3;11;7;1;9
32;No;Travel_Frequently;116;Research & Development;13;3;Other;1;E2948;3;Female;77;2;1;Laboratory Technician;2;Married;2743;7331;1;Y;No;20;4;3;80;1;2;2;3;2;2;2;2
32;No;Travel_Frequently;1316;Research & Development;2;2;Life Sciences;1;E2949;4;Female;38;3;2;Research Scientist;3;Single;4998;2338;4;Y;Yes;14;3;4;80;0;10;2;3;8;7;0;7
36;No;Travel_Rarely;363;Research & Development;1;3;Technical Degree;1;E2950;3;Female;77;1;3;Manufacturing Director;1;Divorced;10252;4235;2;Y;Yes;21;4;3;80;1;17;2;3;7;7;7;7
33;No;Travel_Rarely;117;Research & Development;9;3;Medical;1;E2951;1;Male;60;3;1;Research Scientist;4;Married;2781;6311;0;Y;No;13;3;2;80;1;15;5;3;14;10;4;10
40;No;Travel_Rarely;107;Sales;10;3;Technical Degree;1;E2952;2;Female;84;2;2;Sales Executive;2;Divorced;6852;11591;7;Y;No;12;3;2;80;1;7;2;4;5;1;1;3
25;No;Travel_Rarely;1356;Sales;10;4;Life Sciences;1;E2953;3;Male;57;3;2;Sales Executive;4;Single;4950;20623;0;Y;No;14;3;2;80;0;5;4;3;4;3;1;1
30;No;Travel_Rarely;1465;Research & Development;1;3;Medical;1;E2954;4;Male;63;3;1;Research Scientist;2;Married;3579;9369;0;Y;Yes;21;4;1;80;1;12;2;3;11;9;5;7
42;No;Travel_Frequently;458;Research & Development;26;5;Medical;1;E2955;1;Female;60;3;3;Research Director;1;Married;13191;23281;3;Y;Yes;17;3;3;80;0;20;6;3;1;0;0;0
35;No;Non-Travel;1212;Sales;8;2;Marketing;1;E2956;3;Female;78;2;3;Sales Executive;4;Married;10377;13755;4;Y;Yes;11;3;2;80;1;16;6;2;13;2;4;12
27;No;Travel_Rarely;1103;Research & Development;14;3;Life Sciences;1;E2957;1;Male;42;3;1;Research Scientist;1;Married;2235;14377;1;Y;Yes;14;3;4;80;2;9;3;2;9;7;6;8
54;No;Travel_Frequently;966;Research & Development;1;4;Life Sciences;1;E2958;4;Female;53;3;3;Manufacturing Director;3;Divorced;10502;9659;7;Y;No;17;3;1;80;1;33;2;1;5;4;1;4
44;No;Travel_Rarely;1117;Research & Development;2;1;Life Sciences;1;E2959;1;Female;72;4;1;Research Scientist;4;Married;2011;19982;1;Y;No;13;3;4;80;1;10;5;3;10;5;7;7
19;Yes;Non-Travel;504;Research & Development;10;3;Medical;1;E2960;1;Female;96;2;1;Research Scientist;2;Single;1859;6148;1;Y;Yes;25;4;2;80;0;1;2;4;1;1;0;0
29;No;Travel_Rarely;1010;Research & Development;1;3;Life Sciences;1;E2961;1;Female;97;3;1;Research Scientist;4;Divorced;3760;5598;1;Y;No;15;3;1;80;3;3;5;3;3;2;1;2
54;No;Travel_Rarely;685;Research & Development;3;3;Life Sciences;1;E2962;4;Male;85;3;4;Research Director;4;Married;17779;23474;3;Y;No;14;3;1;80;0;36;2;3;10;9;0;9
31;No;Travel_Rarely;1332;Research & Development;11;2;Medical;1;E2963;3;Male;80;3;2;Healthcare Representative;1;Married;6833;17089;1;Y;Yes;12;3;4;80;0;6;2;2;6;5;0;1
31;No;Travel_Rarely;1062;Research & Development;24;3;Medical;1;E2964;3;Female;96;2;2;Healthcare Representative;1;Single;6812;17198;1;Y;No;19;3;2;80;0;10;2;3;10;9;1;8
59;No;Travel_Rarely;326;Sales;3;3;Life Sciences;1;E2965;3;Female;48;2;2;Sales Executive;4;Single;5171;16490;5;Y;No;17;3;4;80;0;13;2;3;6;1;0;5
43;No;Travel_Rarely;920;Research & Development;3;3;Life Sciences;1;E2966;3;Male;96;1;5;Research Director;4;Married;19740;18625;3;Y;No;14;3;2;80;1;25;2;3;8;7;0;7
49;No;Travel_Rarely;1098;Research & Development;4;2;Medical;1;E2967;1;Male;85;2;5;Manager;3;Married;18711;12124;2;Y;No;13;3;3;80;1;23;2;4;1;0;0;0
36;No;Travel_Frequently;469;Research & Development;3;3;Technical Degree;1;E2968;3;Male;46;3;1;Research Scientist;2;Married;3692;9256;1;Y;No;12;3;3;80;0;12;2;2;11;10;0;7
48;No;Travel_Rarely;969;Research & Development;2;2;Technical Degree;1;E2969;4;Male;76;4;1;Laboratory Technician;2;Single;2559;16620;5;Y;No;11;3;3;80;0;7;4;2;1;0;0;0
27;No;Travel_Rarely;1167;Research & Development;4;2;Life Sciences;1;E2970;1;Male;76;3;1;Research Scientist;3;Divorced;2517;3208;1;Y;No;11;3;2;80;3;5;2;3;5;3;0;3
29;No;Travel_Rarely;1329;Research & Development;7;3;Life Sciences;1;E2971;3;Male;82;3;2;Healthcare Representative;4;Divorced;6623;4204;1;Y;Yes;11;3;2;80;2;6;2;3;6;0;1;0
48;No;Travel_Rarely;715;Research & Development;1;3;Life Sciences;1;E2972;4;Male;76;2;5;Research Director;4;Single;18265;8733;6;Y;No;12;3;3;80;0;25;3;4;1;0;0;0
29;No;Travel_Rarely;694;Research & Development;1;3;Life Sciences;1;E2973;4;Female;87;2;4;Research Director;4;Divorced;16124;3423;3;Y;No;14;3;2;80;2;9;2;2;7;7;1;7
34;No;Travel_Rarely;1320;Research & Development;20;3;Technical Degree;1;E2974;3;Female;89;4;1;Research Scientist;3;Married;2585;21643;0;Y;No;17;3;4;80;0;2;5;2;1;0;0;0
44;No;Travel_Rarely;1099;Sales;5;3;Marketing;1;E2975;2;Male;88;3;5;Manager;2;Married;18213;8751;7;Y;No;11;3;3;80;1;26;5;3;22;9;3;10
33;No;Travel_Rarely;536;Sales;10;5;Marketing;1;E2976;4;Male;82;4;3;Sales Executive;3;Divorced;8380;21708;0;Y;Yes;14;3;4;80;2;10;3;3;9;8;0;8
19;No;Travel_Rarely;265;Research & Development;25;3;Life Sciences;1;E2977;2;Female;57;4;1;Research Scientist;4;Single;2994;21221;1;Y;Yes;12;3;4;80;0;1;2;3;1;0;0;1
23;No;Travel_Rarely;373;Research & Development;1;2;Life Sciences;1;E2978;4;Male;47;3;1;Research Scientist;3;Married;1223;16901;1;Y;No;22;4;4;80;1;1;2;3;1;0;0;1
25;Yes;Travel_Frequently;599;Sales;24;1;Life Sciences;1;E2979;3;Male;73;1;1;Sales Representative;4;Single;1118;8040;1;Y;Yes;14;3;4;80;0;1;4;3;1;0;1;0
26;No;Travel_Rarely;583;Research & Development;4;2;Life Sciences;1;E2980;3;Male;53;3;1;Research Scientist;4;Single;2875;9973;1;Y;Yes;20;4;2;80;0;8;2;2;8;5;2;2
45;Yes;Travel_Rarely;1449;Sales;2;3;Marketing;1;E2981;1;Female;94;1;5;Manager;2;Single;18824;2493;2;Y;Yes;16;3;1;80;0;26;2;3;24;10;1;11
55;No;Non-Travel;177;Research & Development;8;1;Medical;1;E2982;4;Male;37;2;4;Healthcare Representative;2;Divorced;13577;25592;1;Y;Yes;15;3;4;80;1;34;3;3;33;9;15;0
21;Yes;Travel_Frequently;251;Research & Development;10;2;Life Sciences;1;E2983;1;Female;45;2;1;Laboratory Technician;3;Single;2625;25308;1;Y;No;20;4;3;80;0;2;2;1;2;2;2;2
46;No;Travel_Rarely;168;Sales;4;2;Marketing;1;E2984;4;Female;33;2;5;Manager;2;Married;18789;9946;2;Y;No;14;3;3;80;1;26;2;3;11;4;0;8
34;No;Travel_Rarely;131;Sales;2;3;Marketing;1;E2985;3;Female;86;3;2;Sales Executive;1;Single;4538;6039;0;Y;Yes;12;3;4;80;0;4;3;3;3;2;0;2
51;No;Travel_Frequently;237;Sales;9;3;Life Sciences;1;E2986;4;Male;83;3;5;Manager;2;Divorced;19847;19196;4;Y;Yes;24;4;1;80;1;31;5;2;29;10;11;10
59;No;Travel_Rarely;1429;Research & Development;18;4;Medical;1;E2987;4;Male;67;3;3;Manufacturing Director;4;Single;10512;20002;6;Y;No;12;3;4;80;0;25;6;2;9;7;5;4
34;No;Travel_Frequently;135;Research & Development;19;3;Medical;1;E2988;3;Female;46;3;2;Laboratory Technician;2;Divorced;4444;22534;4;Y;No;13;3;3;80;2;15;2;4;11;8;5;10
28;No;Travel_Frequently;791;Research & Development;1;4;Medical;1;E2989;4;Male;44;3;1;Laboratory Technician;3;Single;2154;6842;0;Y;Yes;11;3;3;80;0;5;2;2;4;2;0;2
44;No;Travel_Rarely;1199;Research & Development;4;2;Life Sciences;1;E2990;3;Male;92;4;5;Manager;1;Divorced;19190;17477;1;Y;No;14;3;4;80;2;26;4;2;25;9;14;13
34;No;Travel_Frequently;648;Human Resources;11;3;Life Sciences;1;E2991;3;Male;56;2;2;Human Resources;2;Married;4490;21833;4;Y;No;11;3;4;80;2;14;5;4;10;9;1;8
35;No;Travel_Rarely;735;Research & Development;6;1;Life Sciences;1;E2992;3;Male;66;3;1;Research Scientist;3;Married;3506;6020;0;Y;Yes;14;3;4;80;0;4;3;3;3;2;2;2
42;No;Travel_Rarely;603;Research & Development;7;4;Medical;1;E2993;2;Female;78;4;2;Research Scientist;2;Married;2372;5628;6;Y;Yes;16;3;4;80;0;18;2;3;1;0;0;0
43;No;Travel_Rarely;531;Sales;4;4;Marketing;1;E2994;4;Female;56;2;3;Sales Executive;4;Single;10231;20364;3;Y;No;14;3;4;80;0;23;3;4;21;7;15;17
36;No;Travel_Rarely;429;Research & Development;2;4;Life Sciences;1;E2995;3;Female;53;3;2;Manufacturing Director;2;Single;5410;2323;9;Y;Yes;11;3;4;80;0;18;2;3;16;14;5;12
44;Yes;Travel_Rarely;621;Research & Development;15;3;Medical;1;E2996;1;Female;73;3;3;Healthcare Representative;4;Married;7978;14075;1;Y;No;11;3;4;80;1;10;2;3;10;7;0;5
28;No;Travel_Frequently;193;Research & Development;2;3;Life Sciences;1;E2997;4;Male;52;2;1;Laboratory Technician;4;Married;3867;14222;1;Y;Yes;12;3;2;80;1;2;2;3;2;2;2;2
51;No;Travel_Frequently;968;Research & Development;6;2;Medical;1;E2998;2;Female;40;2;1;Laboratory Technician;3;Single;2838;4257;0;Y;No;14;3;2;80;0;8;6;2;7;0;7;7
30;No;Non-Travel;879;Research & Development;9;2;Medical;1;E2999;3;Female;72;3;2;Manufacturing Director;3;Single;4695;12858;7;Y;Yes;18;3;3;80;0;10;3;3;8;4;1;7
29;Yes;Travel_Rarely;806;Research & Development;7;3;Technical Degree;1;E3000;2;Female;39;3;1;Laboratory Technician;3;Divorced;3339;17285;3;Y;Yes;13;3;1;80;2;10;2;3;7;7;7;7
28;No;Travel_Rarely;640;Research & Development;1;3;Technical Degree;1;E3001;4;Male;84;3;1;Research Scientist;1;Single;2080;4732;2;Y;No;11;3;2;80;0;5;2;2;3;2;1;2
25;No;Travel_Rarely;266;Research & Development;1;3;Medical;1;E3002;4;Female;40;3;1;Research Scientist;2;Single;2096;18830;1;Y;No;18;3;4;80;0;2;3;2;2;2;2;1
32;No;Travel_Rarely;604;Sales;8;3;Medical;1;E3003;3;Male;56;4;2;Sales Executive;4;Married;6209;11693;1;Y;No;15;3;3;80;2;10;4;4;10;7;0;8
39;No;Travel_Rarely;412;Research & Development;13;4;Medical;1;E3005;3;Female;94;2;4;Manager;2;Divorced;17123;17334;6;Y;Yes;13;3;4;80;2;21;4;3;19;9;15;2
58;No;Travel_Rarely;848;Research & Development;23;4;Life Sciences;1;E3006;1;Male;88;3;1;Research Scientist;3;Divorced;2372;26076;1;Y;No;12;3;4;80;2;2;3;3;2;2;2;2
32;Yes;Travel_Rarely;1089;Research & Development;7;2;Life Sciences;1;E3007;4;Male;79;3;2;Laboratory Technician;3;Married;4883;22845;1;Y;No;18;3;1;80;1;10;3;3;10;4;1;1
39;Yes;Travel_Rarely;360;Research & Development;23;3;Medical;1;E3008;3;Male;93;3;1;Research Scientist;1;Single;3904;22154;0;Y;No;13;3;1;80;0;6;2;3;5;2;0;3
30;No;Travel_Rarely;1138;Research & Development;6;3;Technical Degree;1;E3009;1;Female;48;2;2;Laboratory Technician;4;Married;4627;23631;0;Y;No;12;3;1;80;1;10;6;3;9;2;6;7
36;No;Travel_Rarely;325;Research & Development;10;4;Technical Degree;1;E3010;4;Female;63;3;3;Healthcare Representative;3;Married;7094;5747;3;Y;No;12;3;1;80;0;10;0;3;7;7;1;7
46;No;Travel_Rarely;991;Human Resources;1;2;Life Sciences;1;E3011;4;Female;44;3;1;Human Resources;1;Single;3423;22957;6;Y;No;12;3;3;80;0;10;3;4;7;6;5;7
28;No;Non-Travel;1476;Research & Development;1;3;Life Sciences;1;E3012;3;Female;55;1;2;Laboratory Technician;4;Married;6674;16392;0;Y;No;11;3;1;80;3;10;6;3;9;8;7;5
50;No;Travel_Rarely;1322;Research & Development;28;3;Life Sciences;1;E3013;4;Female;43;3;4;Research Director;1;Married;16880;22422;4;Y;Yes;11;3;2;80;0;25;2;3;3;2;1;2
40;Yes;Travel_Rarely;299;Sales;25;4;Marketing;1;E3014;4;Male;57;2;3;Sales Executive;2;Single;9094;17235;2;Y;Yes;12;3;3;80;0;9;2;3;5;4;1;0
52;Yes;Travel_Rarely;1030;Sales;5;3;Life Sciences;1;E3015;2;Male;64;3;3;Sales Executive;2;Single;8446;21534;9;Y;Yes;19;3;3;80;0;10;2;2;8;7;7;7
30;No;Travel_Rarely;634;Research & Development;17;4;Medical;1;E3016;2;Female;95;3;3;Manager;1;Married;11916;25927;1;Y;Yes;23;4;4;80;2;9;2;3;9;1;0;8
39;No;Travel_Rarely;524;Research & Development;18;2;Life Sciences;1;E3017;1;Male;32;3;2;Manufacturing Director;3;Single;4534;13352;0;Y;No;11;3;1;80;0;9;6;3;8;7;1;7
31;No;Non-Travel;587;Sales;2;4;Life Sciences;1;E3018;4;Female;57;3;3;Sales Executive;3;Divorced;9852;8935;1;Y;Yes;19;3;1;80;1;10;5;2;10;8;9;6
41;No;Non-Travel;256;Sales;10;2;Medical;1;E3019;3;Male;40;1;2;Sales Executive;2;Single;6151;22074;1;Y;No;13;3;1;80;0;19;4;3;19;2;11;9
31;Yes;Travel_Frequently;1060;Sales;1;3;Life Sciences;1;E3020;4;Female;54;3;1;Sales Representative;2;Single;2302;8319;1;Y;Yes;11;3;1;80;0;3;2;4;3;2;2;2
44;Yes;Travel_Rarely;935;Research & Development;3;3;Life Sciences;1;E3021;1;Male;89;3;1;Laboratory Technician;1;Married;2362;14669;4;Y;No;12;3;3;80;0;10;4;4;3;2;1;2
42;No;Non-Travel;495;Research & Development;2;1;Life Sciences;1;E3022;3;Male;37;3;4;Manager;3;Married;17861;26582;0;Y;Yes;13;3;4;80;0;21;3;2;20;8;2;10
55;No;Travel_Rarely;282;Research & Development;2;2;Medical;1;E3023;4;Female;58;1;5;Manager;3;Married;19187;6992;4;Y;No;14;3;4;80;1;23;5;3;19;9;9;11
56;No;Travel_Rarely;206;Human Resources;8;4;Life Sciences;1;E3024;4;Male;99;3;5;Manager;2;Single;19717;4022;6;Y;No;14;3;1;80;0;36;4;3;7;3;7;7
40;No;Non-Travel;458;Research & Development;16;2;Life Sciences;1;E3025;3;Male;74;3;1;Research Scientist;3;Divorced;3544;8532;9;Y;No;16;3;2;80;1;6;0;3;4;2;0;0
34;No;Travel_Rarely;943;Research & Development;9;3;Life Sciences;1;E3026;4;Male;86;3;3;Healthcare Representative;4;Divorced;8500;5494;0;Y;No;11;3;4;80;1;10;0;2;9;7;1;6
40;No;Travel_Rarely;523;Research & Development;2;3;Life Sciences;1;E3027;3;Male;98;3;2;Research Scientist;4;Single;4661;22455;1;Y;No;13;3;3;80;0;9;4;3;9;8;8;8
41;No;Travel_Frequently;1018;Sales;1;3;Marketing;1;E3028;3;Female;66;3;2;Sales Executive;1;Divorced;4103;4297;0;Y;No;17;3;4;80;1;10;2;3;9;3;1;7
35;No;Travel_Frequently;482;Research & Development;4;4;Life Sciences;1;E3029;3;Male;87;3;2;Research Scientist;3;Single;4249;2690;1;Y;Yes;11;3;2;80;0;9;3;3;9;6;1;1
